 ,Label,Area,Perim.,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
46,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,21.694,22.969,0.517,6.691,484,74,29.745,5.586,1.055,0.948,0.785
47,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,37.878,26.389,0.684,9.898,506,76,33.024,6.412,1.526,0.656,0.851
48,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,14.118,17.889,0.554,7.480,580,63,146.310,3.448,2.243,0.446,0.770
49,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,32.024,24.528,0.669,8.870,398,77,10.784,6.224,1.481,0.675,0.825
50,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,17.562,16.858,0.777,5.897,178,66,129.289,4.882,1.166,0.858,0.840
51,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,66.803,36.247,0.639,13.567,420,69,156.571,6.639,2.188,0.457,0.888
52,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,33.746,26.632,0.598,9.325,331,69,159.146,6.224,1.661,0.602,0.789
53,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,64.048,44.018,0.415,14.897,652,82,12.875,7.887,2.616,0.382,0.687
54,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,19.283,17.302,0.809,6.691,702,73,172.875,4.529,1.595,0.627,0.852
55,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,104.681,44.622,0.661,17.333,218,103,47.911,9.271,2.168,0.461,0.849
56,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,15.496,15.056,0.859,5.897,255,71,129.289,3.814,1.582,0.632,0.887
57,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,28.236,23.413,0.647,8.152,310,71,104.744,6.036,1.268,0.789,0.794
58,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,35.123,26.674,0.620,10.772,198,80,15.642,4.979,2.113,0.473,0.877
59,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,26.687,22.139,0.684,8.753,460,86,31.430,4.454,2.244,0.446,0.845
60,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,60.260,34.990,0.619,11.969,688,74,146.310,7.876,1.614,0.620,0.871
61,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,35.984,29.910,0.505,11.751,527,76,137.862,5.868,2.255,0.444,0.802
62,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,10.847,13.781,0.718,5.644,164,77,143.973,3.337,1.852,0.540,0.834
63,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,37.361,36.650,0.350,12.097,626,84,174.094,4.967,2.517,0.397,0.753
64,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,18.595,20.035,0.582,7.247,175,87,13.241,4.804,1.549,0.646,0.720
65,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,28.925,28.736,0.440,7.927,366,79,132.879,6.636,1.232,0.812,0.769
66,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,12.913,15.785,0.651,6.334,475,88,31.608,3.412,2.135,0.468,0.811
67,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,35.295,25.459,0.684,10.036,559,81,172.875,5.773,1.976,0.506,0.861
68,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,28.925,23.941,0.634,8.402,503,82,147.095,6.208,1.280,0.781,0.806
69,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,39.428,36.650,0.369,10.248,577,89,158.629,8.477,1.113,0.899,0.643
70,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,108.813,40.900,0.817,12.890,268,110,56.821,12.000,1.088,0.919,0.923
71,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,48.553,35.375,0.488,11.529,601,99,30.256,7.102,1.727,0.579,0.731
72,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,61.121,33.816,0.672,12.097,328,95,174.094,7.676,1.591,0.628,0.860
73,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,32.541,22.323,0.821,7.829,248,83,122.005,6.124,1.144,0.874,0.913
74,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,18.078,17.889,0.710,6.126,451,96,61.699,4.949,1.285,0.778,0.827
75,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,98.483,51.320,0.470,15.081,420,121,82.093,10.856,1.301,0.769,0.788
76,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,12.396,13.538,0.850,4.839,362,87,120.964,3.897,1.232,0.812,0.862
77,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,31.163,32.198,0.378,11.802,475,89,169.875,4.564,3.044,0.329,0.754
78,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,42.354,30.396,0.576,8.880,150,105,37.405,7.423,1.106,0.904,0.854
79,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,25.309,22.726,0.616,7.651,399,106,77.471,5.693,1.383,0.723,0.782
80,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,49.414,31.611,0.621,11.802,289,99,10.125,6.224,2.007,0.498,0.831
81,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,34.951,28.979,0.523,11.288,539,107,36.027,6.284,1.877,0.533,0.766
82,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,22.899,19.893,0.727,7.423,435,105,26.565,4.731,1.653,0.605,0.831
83,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,126.719,51.948,0.590,16.535,180,92,107.526,11.027,1.441,0.694,0.861
84,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,33.918,23.900,0.746,9.766,625,96,167.735,5.334,1.865,0.536,0.887
85,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,11.363,16.858,0.502,6.652,647,93,176.424,2.860,2.304,0.434,0.750
86,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,48.553,31.327,0.622,12.337,665,94,160.346,6.866,1.888,0.530,0.846
87,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,29.097,23.313,0.673,7.829,469,110,57.995,5.573,1.379,0.725,0.837
88,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,19.800,17.202,0.841,6.442,382,100,165.069,4.149,1.600,0.625,0.885
89,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,20.661,18.861,0.730,7.247,365,99,156.371,4.513,1.623,0.616,0.839
90,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,108.813,41.789,0.783,15.081,231,106,172.093,11.584,1.235,0.810,0.909
91,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,14.979,14.226,0.930,5.394,618,102,157.380,3.814,1.379,0.725,0.892
92,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,44.765,29.768,0.635,10.772,645,112,15.642,6.751,1.860,0.538,0.769
93,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,18.595,18.375,0.692,7.258,717,115,59.036,4.250,1.793,0.558,0.828
94,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,32.541,24.830,0.663,8.152,561,108,165.256,5.575,1.449,0.690,0.863
95,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,42.182,25.761,0.799,9.462,457,104,105.255,6.455,1.475,0.678,0.902
96,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,84.537,44.806,0.529,17.338,222,106,111.038,7.497,2.638,0.379,0.845
97,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,34.435,32.743,0.404,10.915,311,106,98.746,5.079,2.291,0.437,0.771
98,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,44.593,28.695,0.681,9.185,429,117,18.435,7.884,1.059,0.944,0.862
99,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,75.756,36.809,0.703,13.567,471,138,66.571,7.629,1.811,0.552,0.867
100,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,51.824,32.945,0.600,10.579,498,109,138.180,7.392,1.455,0.687,0.817
101,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,45.798,27.219,0.777,9.898,518,123,33.024,7.172,1.410,0.709,0.890
102,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,34.607,30.539,0.466,10.248,322,109,111.371,5.394,1.781,0.561,0.839
103,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,142.387,49.240,0.738,16.727,334,111,156.615,10.984,1.463,0.684,0.909
104,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,43.732,30.052,0.608,11.326,584,110,98.427,7.011,1.741,0.574,0.794
105,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,275.476,72.042,0.667,23.487,647,147,32.005,16.722,1.251,0.799,0.875
106,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,17.389,16.472,0.805,6.805,160,112,127.569,3.734,1.935,0.517,0.878
107,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,15.840,15.886,0.789,6.561,265,121,34.695,3.521,1.956,0.511,0.880
108,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,80.405,43.348,0.538,12.809,594,114,114.905,10.366,1.113,0.899,0.848
109,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,13.602,18.962,0.475,6.482,697,125,39.806,3.814,1.989,0.503,0.715
110,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,39.944,30.597,0.536,9.687,533,124,170.134,7.051,1.414,0.707,0.775
111,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,11.536,14.167,0.722,5.644,715,116,126.027,3.711,1.463,0.684,0.887
112,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,11.536,14.813,0.661,6.755,155,118,132.510,2.641,2.928,0.342,0.822
113,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,10.158,15.299,0.545,6.126,707,118,118.301,3.340,1.973,0.507,0.702
114,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,89.358,41.789,0.643,15.257,612,144,22.380,10.105,1.579,0.633,0.854
115,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,44.248,29.952,0.620,10.248,123,131,21.371,6.639,1.628,0.614,0.882
116,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,65.942,34.261,0.706,11.947,731,138,20.323,7.979,1.519,0.658,0.893
117,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,23.760,21.795,0.629,7.718,572,122,126.254,5.281,1.279,0.782,0.786
118,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,13.946,14.511,0.832,5.199,115,134,61.390,4.117,1.226,0.815,0.885
119,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,33.574,25.903,0.629,8.938,198,125,158.199,7.154,1.176,0.851,0.782
120,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,15.840,15.198,0.862,5.779,704,123,111.038,3.963,1.486,0.673,0.885
121,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,131.884,64.372,0.400,20.349,389,132,163.413,11.736,1.923,0.520,0.739
122,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,26.687,24.729,0.548,10.398,107,127,118.610,3.706,3.249,0.308,0.840
123,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,62.671,40.112,0.489,15.855,93,128,132.879,7.440,2.276,0.439,0.784
124,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,30.130,21.511,0.818,7.873,526,141,18.435,5.868,1.294,0.773,0.875
125,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,36.501,27.118,0.624,10.603,185,131,149.421,6.214,1.694,0.590,0.811
126,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,32.368,28.837,0.489,10.915,265,136,171.254,6.139,1.961,0.510,0.708
127,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,37.534,30.597,0.504,8.957,550,137,166.608,7.278,1.131,0.884,0.813
128,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,291.488,91.977,0.433,29.463,127,154,179.193,18.519,1.712,0.584,0.747
129,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,17.562,15.542,0.914,5.941,251,141,24.775,4.564,1.318,0.759,0.907
130,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,40.116,26.632,0.711,9.687,291,142,170.134,6.639,1.501,0.666,0.873
131,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,30.991,21.066,0.878,7.090,512,150,69.444,6.429,1.023,0.977,0.905
132,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,23.932,21.552,0.647,8.909,117,135,152.241,4.761,2.136,0.468,0.835
133,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,21.177,18.761,0.756,6.691,491,140,150.255,4.955,1.135,0.881,0.860
134,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,31.680,25.802,0.598,8.554,354,149,14.036,6.010,1.423,0.703,0.786
135,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,64.393,38.754,0.539,14.735,200,170,57.653,7.629,2.097,0.477,0.782
136,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,51.996,27.219,0.882,9.325,335,141,110.854,7.776,1.195,0.837,0.926
137,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,82.815,42.660,0.572,16.519,569,155,11.592,8.536,1.950,0.513,0.855
138,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,17.734,18.618,0.643,7.927,615,149,6.009,3.734,1.978,0.506,0.827
139,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,16.184,20.580,0.480,6.755,631,154,10.620,4.564,1.498,0.668,0.726
140,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,10.158,11.879,0.905,4.272,311,157,60.945,3.521,1.204,0.831,0.868
141,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,36.673,28.393,0.572,10.892,380,148,130.365,6.322,2.179,0.459,0.805
142,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,13.257,13.681,0.890,5.314,691,159,51.340,3.897,1.371,0.729,0.906
143,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,42.010,32.927,0.487,11.326,245,167,28.443,5.645,2.243,0.446,0.801
144,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,19.972,18.861,0.705,6.868,299,152,115.017,4.839,1.363,0.734,0.835
145,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,112.945,45.233,0.694,15.035,538,178,39.401,10.009,1.343,0.744,0.908
146,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,45.798,28.091,0.729,10.248,270,155,158.629,6.224,1.679,0.595,0.900
147,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,13.257,18.761,0.473,6.561,373,154,124.695,4.341,1.762,0.567,0.723
148,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,18.422,18.375,0.686,6.704,621,154,111.801,4.860,1.435,0.697,0.805
149,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,112.773,50.817,0.549,16.315,33,173,7.306,10.577,1.500,0.666,0.859
150,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,15.151,15.097,0.835,5.281,361,165,45.000,4.149,1.146,0.873,0.907
151,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,121.554,51.462,0.577,15.642,449,156,111.801,12.147,1.161,0.861,0.817
152,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,47.003,29.709,0.669,12.033,118,157,133.603,6.199,1.935,0.517,0.865
153,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,123.276,59.719,0.434,16.204,477,171,166.675,11.884,1.338,0.748,0.815
154,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,38.222,30.639,0.512,10.045,520,172,38.290,6.838,1.776,0.563,0.721
155,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,32.368,23.597,0.730,8.753,721,157,121.430,6.224,1.246,0.803,0.876
156,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,43.904,27.261,0.742,9.462,230,161,142.125,6.955,1.358,0.736,0.873
157,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,34.607,29.952,0.485,10.273,637,159,136.637,6.161,1.811,0.552,0.839
158,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,28.236,22.768,0.685,8.753,398,160,148.570,5.240,1.658,0.603,0.841
159,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,25.998,22.181,0.664,8.822,593,160,131.186,5.334,1.502,0.666,0.832
160,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,118.455,58.001,0.442,18.580,693,160,150.573,12.433,1.629,0.614,0.724
161,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,79.199,52.962,0.355,15.104,320,162,142.815,9.661,1.881,0.532,0.740
162,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,19.456,21.493,0.529,9.100,411,161,155.772,3.450,2.688,0.372,0.799
163,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,20.489,20.722,0.600,8.057,659,167,11.889,4.149,2.302,0.434,0.785
164,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,15.840,18.274,0.596,7.054,210,178,61.928,4.213,1.927,0.519,0.767
165,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,41.666,25.459,0.808,9.837,734,165,117.646,6.892,1.435,0.697,0.905
166,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,14.635,15.198,0.796,5.644,115,168,143.973,4.323,1.287,0.777,0.872
167,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,28.581,23.698,0.640,8.724,139,169,154.654,5.938,1.531,0.653,0.845
168,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,39.083,33.816,0.429,9.837,374,190,62.354,7.246,1.307,0.765,0.766
169,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,130.851,48.570,0.697,15.144,621,206,80.538,12.680,1.075,0.930,0.900
170,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,36.673,25.459,0.711,9.624,163,179,7.431,5.371,1.831,0.546,0.861
171,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,44.765,27.848,0.725,10.248,192,193,58.241,6.015,1.735,0.576,0.871
172,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,37.878,34.403,0.402,10.820,14,177,175.601,5.809,1.727,0.579,0.799
173,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,11.363,16.715,0.511,6.906,311,173,122.735,2.877,3.025,0.331,0.729
174,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,10.675,15.886,0.532,5.249,670,173,108.435,3.521,1.559,0.642,0.713
175,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,29.269,23.011,0.695,8.664,407,181,163.301,4.811,1.906,0.525,0.865
176,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,66.459,38.712,0.557,13.743,682,176,118.887,7.062,2.090,0.478,0.806
177,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,35.295,24.528,0.737,8.268,303,197,72.474,6.224,1.334,0.750,0.870
178,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,13.774,16.715,0.619,6.126,660,181,151.699,3.930,1.578,0.634,0.812
179,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,13.946,14.854,0.794,5.199,428,187,28.610,3.734,1.277,0.783,0.900
180,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,36.328,30.639,0.486,10.407,95,181,113.499,6.992,1.795,0.557,0.726
181,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,28.064,22.868,0.674,9.110,578,200,59.931,5.832,1.681,0.595,0.836
182,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,97.794,44.303,0.626,15.403,638,181,117.255,9.614,1.634,0.612,0.850
183,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,104.681,48.000,0.571,16.457,262,184,146.310,10.090,1.676,0.597,0.809
184,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,94.006,47.254,0.529,16.145,128,201,25.907,10.720,1.321,0.757,0.774
185,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,15.323,18.375,0.570,6.224,32,198,53.130,4.786,1.353,0.739,0.742
186,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,13.602,15.684,0.695,5.941,42,185,155.225,3.319,1.838,0.544,0.849
187,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,20.661,20.722,0.605,7.971,221,199,51.340,4.401,2.016,0.496,0.845
188,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,53.374,35.677,0.527,10.892,717,189,139.635,7.917,1.299,0.770,0.849
189,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,29.442,22.525,0.729,9.138,341,203,50.528,5.010,1.875,0.533,0.881
190,Image_14462-1.jpg (red)_after_adjusting_threshold-1.tif,14.118,14.268,0.872,5.014,60,198,65.556,4.149,1.040,0.962,0.896
